OBJECTID,OBJECTID_1,ID,Apr_2011,May_2011,Jun_2011,Jul_2011,Aug_2011,Sep_2011,Oct_2011,Nov_2011,Dec_2011,Jan_2012,Feb_2012,March_2012,Apr_2010,May_2010,Jun_2010,Jul_2010,Aug_2010,Sep_2010,Oct_2010,Nov_2010,Dec_2010,Jan_2011,Feb_2011,Mar_2011,Apr_2009,May_2009,Jun_2009,Jul_2009,Aug_2009,Sep_2009,Oct_2009,Nov_2009,Dec_2009,Jan_2010,Feb_2010,Mar_2010,sum_2011,sum_2010,sum_2009,total,X_Centroid,Y_Centroid,Pop_2011,Shape_Area
1,1,183,0,1,0,1,1,2,2,0,1,1,0,1,0,1,4,0,1,0,1,1,0,3,0,0,1,2,2,2,1,5,1,0,0,1,0,0,10,11,15,36,482904.6283,3980066.501,219921,1158145538
2,2,184,1,2,1,1,2,5,8,0,0,1,2,1,0,0,0,1,0,0,0,3,0,0,0,4,1,0,7,0,0,1,2,1,0,0,0,0,24,8,12,44,456143.0071,3972302.239,141160,586831944.4
3,3,149,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,3,2,1,2,1,2,3,1,2,2,1,1,1,1,1,16,19,18,53,261294.176,4238468.859,564365,2165746569
4,4,155,0,0,2,0,0,0,0,0,0,0,0,1,2,4,0,2,3,0,0,0,0,0,3,0,0,2,0,0,1,1,3,0,0,0,0,2,3,14,9,26,239103.7786,4358876.55,53768,1795040993
5,5,152,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,2,3,9,5,0,0,0,1,0,1,0,0,2,6,21,29,282511.5589,4145032.38,92332,2794836698
6,6,156,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,2,0,0,0,0,1,0,2,1,10,13,259747.2588,4177760.881,26198,1279740881
7,7,154,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,278802.8516,4252156.228,61333,946475490.3
8,8,157,7,3,5,4,1,4,0,0,2,0,2,3,5,4,5,4,5,3,2,2,1,2,2,3,2,2,2,0,2,4,0,0,1,0,3,10,31,38,26,95,245923.8434,4208768.143,23656,1224284294
9,9,150,8,13,10,10,8,5,2,6,5,4,3,4,8,15,16,9,2,3,0,7,5,1,4,3,9,14,13,7,3,8,4,7,4,3,3,1,78,73,76,227,219022.9333,4374401.098,173182,1423505763
10,10,153,1,7,3,1,2,3,3,3,2,3,0,1,1,10,0,0,1,1,2,3,4,3,1,3,1,0,0,1,0,2,1,0,0,1,1,1,29,29,8,66,229834.711,4325009.17,84267,2017331992
11,11,194,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,3,6,494131.0042,3217061.064,258906,1321188244
12,12,199,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,4,524517.2367,3187042.979,70282,1908976902
13,13,201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,621743.3567,3090887.78,51446,1348572708
14,14,195,3,1,2,0,1,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,14,3,4,21,534074.7753,3234850.033,229897,6285698027
15,15,198,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,7,561308.2779,3145988.937,77530,4906089611
16,16,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,4,5,566864.0989,3099824.455,52523,2307131505
17,17,196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,649905.0139,3050549.455,170774,1205673595
18,18,197,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,3,6,464150.869,3276955.885,90493,1760084530
19,19,222,0,0,1,4,2,8,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,15,6,6,27,448739.1317,3530478.293,53514,1866311150
20,20,219,1,2,3,4,0,1,2,8,1,5,1,4,1,2,0,1,0,1,0,0,0,0,1,0,1,4,2,2,1,0,0,0,1,1,0,1,32,6,13,51,514398.0389,3525498.368,118681,2513356213
21,21,217,2,12,9,4,9,5,6,1,6,3,3,8,1,0,5,9,4,4,3,7,6,1,3,1,1,2,2,4,1,4,2,3,0,4,3,2,68,44,28,140,476988.6964,3588324.062,340382,2933057063
22,22,220,0,0,0,4,3,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,1,0,1,2,0,0,0,0,0,0,10,5,5,20,458843.6147,3565691.87,93941,557925743.6
23,23,223,2,4,38,22,22,11,7,3,1,1,2,1,2,10,13,14,4,11,5,4,0,0,0,7,2,2,12,2,0,7,2,0,1,1,2,1,114,70,32,216,409357.3887,3587442.847,35915,3701387187
24,24,221,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,3,4,3,8,15,481691.1869,3535454.267,58047,1508929841
25,25,218,0,1,2,1,1,1,0,0,1,1,0,5,0,2,3,0,0,0,0,2,0,1,1,0,0,0,3,0,0,0,1,1,2,0,5,1,13,9,13,35,489292.0115,3480823.549,194783,3247378687
26,26,326,8,12,21,14,21,20,7,8,3,4,2,2,9,10,14,11,13,26,11,8,6,8,2,5,4,7,13,17,4,10,13,3,3,2,4,2,122,123,82,327,636098.4179,3453968.459,98188,6835230891
27,27,341,0,2,4,1,0,0,0,1,3,0,1,0,3,1,2,1,1,3,3,2,2,0,0,0,1,3,4,4,1,2,0,1,1,1,2,2,12,18,22,52,730681.5901,3302645.417,41476,1438575793
28,28,332,2,1,0,3,2,0,0,0,3,2,2,0,1,0,1,2,0,2,1,1,0,0,2,1,3,4,2,1,2,1,2,0,1,1,1,0,15,11,18,44,792335.7686,3227791.395,66172,1994416679
29,29,327,6,9,18,8,12,13,5,7,5,6,2,4,5,5,10,6,9,16,5,1,5,1,2,4,7,11,26,11,1,3,1,2,3,0,0,2,95,69,67,231,640825.4627,3394061.46,93975,5956142793
30,30,337,0,0,9,5,8,3,4,1,2,3,1,0,1,0,3,5,2,1,4,2,2,0,0,0,2,6,10,7,3,5,0,0,0,0,0,0,36,20,33,89,756431.8485,3355357.89,48416,4696644263
31,31,336,0,3,1,1,3,6,0,5,1,5,1,2,0,4,2,4,3,4,5,3,4,3,1,4,3,6,7,2,0,4,3,0,1,1,0,0,28,37,27,92,704748.8337,3383726.652,50252,2701798604
32,32,342,0,1,1,0,2,4,2,0,1,1,2,1,0,1,1,2,4,0,1,2,0,2,0,1,2,3,1,2,0,0,0,0,0,0,19,1,15,14,28,57,703118.2109,3095451.292,41133,4436326759
33,33,322,2,2,0,2,3,1,2,1,3,4,1,2,10,6,2,0,4,3,1,5,3,1,0,0,0,5,8,3,0,6,2,2,0,1,1,3,23,35,31,89,881594.6976,3162086.991,189345,6560320723
34,34,331,2,3,0,0,3,2,0,0,4,3,2,1,6,0,1,3,0,3,3,2,0,1,1,0,1,3,3,5,0,2,1,0,2,0,0,1,20,20,18,58,840829.1952,3134207.877,69438,4581253052
35,35,328,1,3,3,2,5,4,1,0,3,1,1,1,1,2,9,3,1,2,2,0,1,1,0,0,5,0,8,0,2,3,5,1,0,0,0,0,25,22,24,71,608366.3741,3338194.813,89956,2839061109
36,36,340,5,1,3,1,8,2,2,4,9,3,9,14,1,2,4,1,1,1,1,0,1,1,2,2,1,0,0,0,0,0,0,0,1,0,2,1,61,17,5,83,618159.7421,3166830.466,42760,4855955796
37,37,323,2,6,7,3,3,6,4,4,2,2,4,6,2,7,1,1,2,6,2,1,3,0,1,3,3,8,6,2,4,2,3,0,2,1,1,1,49,29,33,111,652286.4357,3197676.473,119721,3559302163
38,38,318,3,2,2,0,1,3,0,0,1,1,1,0,2,2,3,0,2,2,4,0,0,1,0,1,5,8,2,1,1,10,2,2,1,1,0,4,14,17,37,68,569145.1121,3265898.626,254704,4064445363
39,39,319,10,7,1,2,1,1,3,12,0,6,1,1,2,1,3,0,2,0,3,0,0,4,0,3,0,2,1,1,1,2,0,0,3,2,1,1,45,18,14,77,832848.8586,3081577.398,226628,14155400793
40,40,329,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,5,1,6,12,732173.4938,3033516.289,83916,3857949031
41,41,317,0,5,3,7,9,11,2,3,4,2,4,4,0,3,4,11,7,6,4,1,0,2,0,1,2,20,15,8,6,19,10,5,6,8,5,7,54,39,111,204,658420.3672,3331278.975,307429,3655863772
42,42,324,2,2,0,1,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,1,0,1,1,3,7,8,7,7,4,8,2,2,4,0,0,1,10,7,50,67,536209.0496,3320139.713,116386,5571610026
43,43,335,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,6,674117.1696,3057843.023,59727,1728688386
44,44,325,0,0,0,4,3,1,1,3,1,2,2,1,2,2,6,1,1,1,0,1,0,0,0,0,8,10,2,3,3,2,3,0,1,1,1,0,18,14,34,66,833354.5608,3250195.12,113750,10786994638
45,45,344,3,3,0,1,1,1,1,4,3,4,3,0,1,3,0,0,2,0,2,1,0,2,0,0,7,4,2,5,5,2,0,2,0,1,0,2,24,11,30,65,708213.1811,3335789.902,31504,1672641384
46,46,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302724.9778,4247241.312,86757,430056236.2
47,47,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410162.6537,4131967.507,105526,422306543.7
48,48,111,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,3,423223.6754,4091165.398,44261,406797665.1
49,49,96,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,3,5,5,13,383141.9415,4125913.117,918445,1216585103
50,50,104,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,11,376783.0072,4073369.314,100943,2517008830
51,51,99,2,1,6,2,0,0,2,1,1,0,0,2,0,0,1,4,0,4,2,0,2,0,2,1,0,3,3,3,0,1,0,1,1,0,0,0,17,16,12,45,439279.4058,4081564.917,144366,1355247304
52,52,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402102.8649,4089111.164,47096,971726718
53,53,108,3,3,0,1,0,0,4,0,0,0,1,1,2,9,2,5,1,1,3,1,1,0,0,0,2,6,3,2,0,0,1,0,0,0,0,0,13,25,14,52,355489.5001,4105729.351,58543,599242573
54,54,102,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,349144.457,4135409.44,127757,587339568.4
55,55,105,0,2,2,7,2,0,2,0,0,1,0,0,0,0,2,0,3,0,4,0,0,0,2,0,6,4,0,0,1,0,0,0,0,0,0,0,16,11,11,38,334398.3918,4116388.605,93737,1002265486
56,56,98,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,414473.6343,4119715.548,168829,407661642.5
57,57,101,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,420826.886,4108634.075,137272,455280918.2
58,58,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325455.6444,4141004.789,52496,464423280.6
59,59,87,3,2,3,0,0,0,0,0,1,0,0,2,0,0,2,2,2,4,2,4,0,3,0,3,1,1,2,0,3,1,1,1,1,0,3,0,11,22,14,47,886347.9467,4102355.351,91767,850991292.1
60,60,85,0,0,1,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,8,3,4,15,813247.7028,4118786.135,124185,1844086825
61,61,95,0,0,1,3,1,4,0,1,1,0,1,1,2,1,2,0,4,0,0,2,0,0,3,3,1,2,1,3,4,1,1,0,2,1,0,2,13,17,18,48,764595.8675,4069054.025,46315,242322044
62,62,88,5,2,4,0,3,2,0,0,0,0,0,2,0,0,5,2,3,5,4,7,3,1,0,0,2,3,0,4,0,2,3,0,2,4,0,0,18,30,20,68,864962.5408,4097789.3,85324,828936818.4
63,63,91,1,4,4,3,1,1,3,1,1,2,3,5,2,14,1,3,4,3,5,3,0,1,2,6,1,4,4,3,1,3,4,0,0,1,1,2,29,44,24,97,785776.6897,4064319.448,70224,856278953.1
64,64,86,0,0,0,1,1,0,0,0,0,0,1,1,0,0,5,0,0,0,1,0,3,0,0,0,0,5,4,1,0,1,2,0,2,0,2,4,4,9,21,34,904419.9207,4166299.77,110473,1869812715
65,65,89,2,3,3,2,1,2,0,0,2,0,0,1,4,4,5,1,3,13,8,2,3,4,2,2,2,4,3,5,4,4,1,2,0,3,3,7,16,51,38,105,896367.4564,4119236.368,78659,665701847.8
66,66,82,1,2,2,5,2,4,0,1,1,1,8,0,0,5,0,2,0,3,1,0,0,2,2,0,1,2,6,0,1,2,4,0,0,0,0,6,27,15,22,64,812968.6799,4072973.641,462455,1579778452
67,67,68,0,2,2,0,3,0,8,2,3,2,0,2,0,3,7,4,7,6,0,4,2,0,2,2,5,7,4,6,1,1,9,1,2,3,3,2,24,37,44,105,228072.0571,3852550.374,107006,1171983616
68,68,66,7,5,8,5,5,5,5,0,3,0,9,8,1,0,2,1,3,3,9,6,5,6,4,9,1,9,3,5,5,3,4,4,2,0,1,4,60,49,41,150,259249.1724,3874395.272,121590,1303429010
69,69,69,9,8,4,13,7,5,3,5,8,7,7,9,6,6,10,6,6,10,6,10,6,7,4,6,9,9,10,8,1,8,8,1,4,5,3,4,85,83,70,238,255176.6269,3825576.463,103786,1449082650
70,70,67,5,9,8,12,12,6,3,11,5,5,4,1,7,6,3,3,3,6,4,4,4,8,6,6,8,8,17,6,3,9,8,4,5,2,6,4,81,60,80,221,316045.9936,3922903.838,116437,2555494268
71,71,63,15,11,16,17,21,16,10,7,11,16,9,7,1,2,15,6,8,15,15,8,5,6,6,8,3,8,9,10,5,9,6,0,2,6,5,2,156,95,65,316,297021.7458,3800131.008,287982,3306672843
72,72,64,2,8,7,8,13,20,10,11,9,17,8,5,1,1,1,6,8,7,0,2,6,1,5,6,3,2,4,4,0,5,10,2,4,5,0,0,118,44,39,201,246057.1823,3790155.681,181711,1581103997
73,73,62,0,13,15,15,12,5,12,11,0,12,6,0,1,5,12,14,12,7,15,17,2,9,0,11,3,2,4,5,7,6,4,3,4,7,7,3,101,105,55,261,298760.9643,3855769.358,651821,2772667184
74,74,54,0,1,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,4,4,4,12,845692.7563,3012842.753,80119,5600904423
75,75,49,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16,0,4,1,0,0,0,1,0,0,1,0,2,2,23,27,1017800.15,3056381.413,588288,10141447398
76,76,55,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,2,7,3,0,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,21,4,26,991779.1457,3133990.545,65889,9513473077
77,77,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1108059.658,3068903.573,118547,3161692233
78,78,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,982072.6426,2972456.228,117774,1604521776
79,79,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1129234.534,2995524.84,235705,5185342771
80,80,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724217.772,3003457.13,42843,1660488676
81,81,191,0,0,2,2,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,3,0,0,2,3,2,4,7,1,0,1,0,1,0,2,2,9,6,23,38,176656.8094,3639550.494,46977,2403517138
82,82,186,0,3,8,3,1,1,1,0,1,1,1,2,0,2,0,1,2,1,0,1,0,5,1,0,4,0,8,0,0,0,7,0,1,0,0,2,22,13,22,57,53506.88159,3733223.082,213579,2132365953
83,83,190,0,0,2,2,0,1,0,1,0,0,0,1,2,1,2,3,1,1,2,1,0,1,0,0,1,0,1,0,0,0,1,0,4,0,0,7,7,14,14,35,52791.927,3759877.583,48833,904307237.7
84,84,189,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,2,3,5,3,0,4,1,0,0,0,1,0,5,6,19,30,160559.8103,3672244.429,59551,1472757907
85,85,188,1,3,2,4,2,2,2,1,2,2,1,8,0,4,7,0,0,1,0,0,0,1,6,1,2,2,0,0,1,4,2,0,1,2,3,1,30,20,18,68,151466.7039,3619599.988,66399,6819555150
86,86,187,0,1,1,6,3,1,4,1,4,1,3,0,0,1,2,2,1,2,1,2,1,1,2,2,2,3,2,3,2,11,2,2,0,2,0,0,25,17,29,71,115403.4267,3739026.511,72167,2209970379
87,87,193,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,2,4,6,12,89028.7351,3693753.08,22587,1604933075
88,88,192,0,2,4,2,1,1,1,1,0,1,2,0,1,1,0,3,0,2,3,0,0,0,2,0,0,0,2,0,0,2,0,0,2,2,0,0,15,12,8,35,59759.63572,3688457.86,27506,2585437072
89,89,175,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,1,9,649677.2798,3717800.687,41405,12590503211
90,90,168,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,1,1,0,0,1,0,3,0,9,12,570359.8672,3653761.246,108933,1952769276
91,91,172,4,4,8,11,3,3,2,0,1,0,1,0,0,0,0,3,1,3,4,0,1,1,1,2,0,4,4,0,0,0,3,0,0,0,0,0,37,16,11,64,496207.6385,3627246.713,69047,1689825302
92,92,161,0,1,0,2,0,1,2,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,0,2,15,547901.6627,3616185.671,311629,175808937.2
93,93,180,2,6,6,6,1,1,2,2,1,0,1,2,0,4,2,4,2,4,2,3,1,2,1,4,1,2,2,5,0,2,1,1,1,0,1,0,30,29,16,75,442387.5256,3679129.459,32423,957804394
94,94,178,0,0,0,0,2,1,1,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1,2,4,1,1,0,0,6,3,13,22,555085.8552,3529771.075,34844,1794852373
95,95,173,1,3,2,1,3,1,2,0,1,0,1,1,3,3,1,1,2,2,4,1,1,1,2,0,0,2,3,0,2,0,0,0,0,2,1,0,16,21,10,47,558201.8486,3458154.438,65047,4905230245
96,96,166,0,1,4,6,1,0,1,2,2,0,0,0,3,1,1,4,2,0,2,0,2,7,0,1,0,0,1,1,2,7,2,0,0,0,0,0,17,23,13,53,583282.2849,3525640.468,149555,2795503686
